NO,名称,住所,都道府県名,市区町村名,災害種別_洪水,災害種別_崖崩れ、土石流及び地滑り,災害種別_高潮,災害種別_地震,災害種別_津波,災害種別_大規模な火事,災害種別_内水氾濫,災害種別_火山現象,指定避難所との重複,想定収容人数
906,野田市立関宿小学校（校庭）,千葉県野田市関宿台町171,千葉県,野田市,,,,1,,1,,,1,2683
907,野田市立関宿小学校（校舎）,千葉県野田市関宿台町171,千葉県,野田市,,,,1,,1,,,1,683
908,野田市立関宿中学校（体育館）,千葉県野田市関宿台町2150,千葉県,野田市,,,,1,,1,,,1,231
909,野田市立関宿中学校（校庭）,千葉県野田市関宿台町2150,千葉県,野田市,,,,1,,1,,,1,3368
910,野田市立関宿中学校（校舎）,千葉県野田市関宿台町2150,千葉県,野田市,,,,1,,1,,,1,434
911,野田市関宿公民館,千葉県野田市関宿台町2558-1,千葉県,野田市,,1,,1,,1,,,1,103
912,関宿あおぞら広場,千葉県野田市関宿町1396,千葉県,野田市,,,,1,,1,,,,2703
913,野田市立岩名中学校（体育館）,千葉県野田市岩名1700,千葉県,野田市,,,,1,,1,,,1,261
914,野田市立岩名中学校（校庭）,千葉県野田市岩名1700,千葉県,野田市,,,,1,,1,,,1,6774
915,野田市立岩名中学校（校舎）,千葉県野田市岩名1700,千葉県,野田市,,,,1,,1,,,1,1101
916,野田市立岩木小学校（体育館）,千葉県野田市岩名2-12-1,千葉県,野田市,,,,1,,1,,,1,213
917,野田市立岩木小学校（校庭）,千葉県野田市岩名2-12-1,千葉県,野田市,,,,1,,1,,,1,3193
918,野田市立岩木小学校（校舎）,千葉県野田市岩名2-12-1,千葉県,野田市,,,,1,,1,,,1,1344
919,野田市立宮崎小学校（体育館）,千葉県野田市宮崎55,千葉県,野田市,1,,,1,,1,1,,1,168
920,野田市立宮崎小学校（校庭）,千葉県野田市宮崎55,千葉県,野田市,,,,1,,1,,,1,2747
921,野田市立宮崎小学校（校舎）,千葉県野田市宮崎55,千葉県,野田市,1,,,1,,1,1,,1,692
922,野田市立二川中学校（体育館）,千葉県野田市桐ケ作418,千葉県,野田市,,,,1,,1,,,1,159
923,野田市立二川中学校（校庭）,千葉県野田市桐ケ作418,千葉県,野田市,,,,1,,1,,,1,8057
924,野田市立二川中学校（校舎）,千葉県野田市桐ケ作418,千葉県,野田市,,,,1,,1,,,1,788
925,野田市立関宿中部幼稚園,千葉県野田市桐ケ作453-1,千葉県,野田市,,,,1,,1,,,,423
926,野田市立二川小学校（体育館）,千葉県野田市桐ケ作464,千葉県,野田市,,,,1,,1,,,1,251
927,野田市立二川小学校（校庭）,千葉県野田市桐ケ作464,千葉県,野田市,,,,1,,1,,,1,2912
928,野田市立二川小学校（校舎）,千葉県野田市桐ケ作464,千葉県,野田市,,,,1,,1,,,1,739
929,野田市二川公民館,千葉県野田市桐ケ作51-1,千葉県,野田市,,1,,1,,1,,,1,157
930,古布内浄禅寺,千葉県野田市古布内1329,千葉県,野田市,,,,1,,1,,,,4098
931,アスク古布内保育園,千葉県野田市古布内1527-13,千葉県,野田市,,,,1,,1,,,,614
932,野田市立福田第一小学校（体育館）,千葉県野田市三ツ堀1372,千葉県,野田市,1,,,1,,1,1,,1,235
933,野田市立福田第一小学校（校庭）,千葉県野田市三ツ堀1372,千葉県,野田市,,,,1,,1,,,1,2600
934,野田市立福田第一小学校（校舎）,千葉県野田市三ツ堀1372,千葉県,野田市,1,,,1,,1,1,,1,727
935,野田市立福田中学校（体育館）,千葉県野田市三ツ堀782,千葉県,野田市,1,,,1,,1,1,,1,306
936,野田市立福田中学校（校庭）,千葉県野田市三ツ堀782,千葉県,野田市,,,,1,,1,,,1,5370
937,野田市立福田中学校（校舎）,千葉県野田市三ツ堀782,千葉県,野田市,1,,,1,,1,1,,1,1180
938,野田市立南部小学校（体育館）,千葉県野田市山崎1503,千葉県,野田市,1,,,1,,1,1,,1,162
939,野田市立南部小学校（校庭）,千葉県野田市山崎1503,千葉県,野田市,,,,1,,1,,,1,2394
940,野田市立南部小学校（校舎）,千葉県野田市山崎1503,千葉県,野田市,1,,,1,,1,1,,1,1044
941,野田市南コミュニティセンター（駐車場）,千葉県野田市山崎2008,千葉県,野田市,,,,1,,1,,,1,385
942,東京理科大学（体育館）,千葉県野田市山崎2641,千葉県,野田市,1,,,1,,1,1,,1,705
943,東京理科大学（校庭）,千葉県野田市山崎2641,千葉県,野田市,,,,1,,1,,,1,151882
944,東京理科大学（校舎）,千葉県野田市山崎2641,千葉県,野田市,1,,,1,,1,1,,1,3808
945,野田市立山崎小学校（体育館）,千葉県野田市山崎2733,千葉県,野田市,1,,,1,,1,1,,1,213
946,野田市立山崎小学校（校庭）,千葉県野田市山崎2733,千葉県,野田市,,,,1,,1,,,1,6225
947,野田市立山崎小学校（校舎）,千葉県野田市山崎2733,千葉県,野田市,1,,,1,,1,1,,1,976
948,野田市立七光台小学校（体育館）,千葉県野田市七光台20-1,千葉県,野田市,1,,,1,,1,1,,1,233
949,野田市立七光台小学校（校庭）,千葉県野田市七光台20-1,千葉県,野田市,,,,1,,1,,,1,4603
950,野田市立七光台小学校（校舎）,千葉県野田市七光台20-1,千葉県,野田市,1,,,1,,1,1,,1,997
951,野田市北コミュニティセンター（駐車場）,千葉県野田市春日町16-1,千葉県,野田市,,,,1,,1,,,1,365
952,野田市北コミュニティセンター（建物）,千葉県野田市春日町16-1,千葉県,野田市,,,,1,,1,,,1,455
953,キッコーマン野球場,千葉県野田市上花輪404-1,千葉県,野田市,,,,1,,1,,,,3339
954,朝日ヶ丘公園,千葉県野田市上花輪新町3-14,千葉県,野田市,,,,1,,1,,,,910
955,野田市福田公民館（運動場）,千葉県野田市瀬戸970-1,千葉県,野田市,,,,1,,1,,,1,4303
956,野田市福田公民館（建物）,千葉県野田市瀬戸970-1,千葉県,野田市,1,1,,1,,1,1,,1,135
957,清水公園,千葉県野田市清水1005,千葉県,野田市,,,,1,,1,,,,70000
958,旧専売公社跡地,千葉県野田市清水246-1,千葉県,野田市,,,,1,,1,,,,3655
959,千葉県立清水高等学校（体育館）,千葉県野田市清水482,千葉県,野田市,,,,1,,1,,,1,300
960,千葉県立清水高等学校（校庭）,千葉県野田市清水482,千葉県,野田市,,,,1,,1,,,1,7452
961,千葉県立清水高等学校（校舎）,千葉県野田市清水482,千葉県,野田市,,,,1,,1,,,1,3114
962,野田市立清水台小学校（体育館）,千葉県野田市清水773,千葉県,野田市,,,,1,,1,,,1,200
963,野田市立清水台小学校（校庭）,千葉県野田市清水773,千葉県,野田市,,,,1,,1,,,1,8109
964,野田市立清水台小学校（校舎）,千葉県野田市清水773,千葉県,野田市,,,,1,,1,,,1,1078
965,野田市総合公園（園内）,千葉県野田市清水958,千葉県,野田市,,,,1,,1,,,1,65450
966,野田市総合公園（体育館）,千葉県野田市清水958,千葉県,野田市,,,,1,,1,,,1,1146
967,アルフレッサファーマ（株）,千葉県野田市西高野278-5,千葉県,野田市,,,,1,,1,,,1,1392
968,野田市立福田第二小学校（体育館）,千葉県野田市西三ケ尾988,千葉県,野田市,1,,,1,,1,1,,1,104
969,野田市立福田第二小学校（校庭）,千葉県野田市西三ケ尾988,千葉県,野田市,,,,1,,1,,,1,3509
970,野田市立福田第二小学校（校舎）,千葉県野田市西三ケ尾988,千葉県,野田市,1,,,1,,1,1,,1,520
971,野田市立北部小学校（体育館）,千葉県野田市谷津25-1,千葉県,野田市,,,,1,,1,,,1,159
972,野田市立北部小学校（校庭）,千葉県野田市谷津25-1,千葉県,野田市,,,,1,,1,,,1,1845
973,野田市立北部小学校（校舎）,千葉県野田市谷津25-1,千葉県,野田市,,,,1,,1,,,1,474
974,野田市北部公民館,千葉県野田市谷津384,千葉県,野田市,,1,,1,,1,,,1,131
975,野田市立北部中学校（体育館）,千葉県野田市谷津673,千葉県,野田市,1,,,1,,1,1,,1,340
976,野田市立北部中学校（校庭）,千葉県野田市谷津673,千葉県,野田市,,,,1,,1,,,1,4968
977,野田市立北部中学校（校舎）,千葉県野田市谷津673,千葉県,野田市,1,,,1,,1,1,,1,1252
978,千葉県立野田中央高等学校（体育館）,千葉県野田市谷津713,千葉県,野田市,,,,1,,1,,,1,321
979,千葉県立野田中央高等学校（校庭）,千葉県野田市谷津713,千葉県,野田市,,,,1,,1,,,1,8946
980,千葉県立野田中央高等学校（校舎）,千葉県野田市谷津713,千葉県,野田市,,,,1,,1,,,1,2273
981,野田市立第二中学校（体育館）,千葉県野田市中根139,千葉県,野田市,1,,,1,,1,1,,1,302
982,野田市立第二中学校（校庭）,千葉県野田市中根139,千葉県,野田市,,,,1,,1,,,1,5618
983,野田市立第二中学校（校舎）,千葉県野田市中根139,千葉県,野田市,1,,,1,,1,1,,1,1035
984,千葉県立野田看護専門学校（体育館）,千葉県野田市中根316-1,千葉県,野田市,1,,,1,,1,1,,1,209
985,千葉県立野田看護専門学校（敷地）,千葉県野田市中根316-1,千葉県,野田市,,,,1,,1,,,1,8120
986,千葉県立野田看護専門学校（校舎）,千葉県野田市中根316-1,千葉県,野田市,1,,,1,,1,1,,1,1351
987,野田市生涯学習センター,千葉県野田市中野台168-1,千葉県,野田市,,1,,,,,,,1,223
988,鹿島神社,千葉県野田市中野台306,千葉県,野田市,,,,1,,1,,,,1183
989,野田市立川間中学校（体育館）,千葉県野田市中里136-1,千葉県,野田市,,,,1,,1,,,1,271
990,野田市立川間中学校（校庭）,千葉県野田市中里136-1,千葉県,野田市,,,,1,,1,,,1,6863
991,野田市立川間中学校（校舎）,千葉県野田市中里136-1,千葉県,野田市,,,,1,,1,,,1,1158
992,（株）ＵＳＳ東京（駐車場）,千葉県野田市中里2144-1,千葉県,野田市,,,,1,,1,,,1,4861
993,（株）ＵＳＳ東京（建物）,千葉県野田市中里2144-1,千葉県,野田市,,,,1,,1,,,1,3423
994,野田市川間公民館,千葉県野田市中里720,千葉県,野田市,,1,,1,,1,,,1,157
995,野田市立川間小学校（体育館）,千葉県野田市中里934,千葉県,野田市,,,,1,,1,,,1,187
996,野田市立川間小学校（校庭）,千葉県野田市中里934,千葉県,野田市,,,,1,,1,,,1,4789
997,野田市立川間小学校（校舎）,千葉県野田市中里934,千葉県,野田市,,,,1,,1,,,1,747
998,野田市東部公民館（運動場）,千葉県野田市鶴奉174-4,千葉県,野田市,,,,1,,1,,,1,420
999,野田市立東部小学校（体育館）,千葉県野田市鶴奉220,千葉県,野田市,1,,,1,,1,1,,1,128
1000,野田市立東部小学校（校庭）,千葉県野田市鶴奉220,千葉県,野田市,,,,1,,1,,,1,2992
1001,野田市立東部小学校（校舎）,千葉県野田市鶴奉220,千葉県,野田市,1,,,1,,1,1,,1,865
1002,野田市中央公民館,千葉県野田市鶴奉5-1,千葉県,野田市,,1,,,,,,,1,302
1003,野田市文化センター（駐車場）,千葉県野田市鶴奉5-1,千葉県,野田市,,,,1,,1,,,1,2473
1004,野田市文化センター（建物）,千葉県野田市鶴奉5-1,千葉県,野田市,1,,,,,,1,,1,3245
1005,野田市立関宿中央小学校（体育館）,千葉県野田市東宝珠花234-1,千葉県,野田市,,,,1,,1,,,1,168
1006,野田市立関宿中央小学校（校庭）,千葉県野田市東宝珠花234-1,千葉県,野田市,,,,1,,1,,,1,3456
1007,野田市立関宿中央小学校（校舎）,千葉県野田市東宝珠花234-1,千葉県,野田市,,,,1,,1,,,1,728
1008,野田市いちいのホール（駐車場）,千葉県野田市東宝珠花237-1,千葉県,野田市,,,,1,,1,,,1,968
1009,野田市いちいのホール（建物）,千葉県野田市東宝珠花237-1,千葉県,野田市,,1,,1,,1,,,1,906
1010,野田市関宿中央公民館,千葉県野田市東宝珠花253-1,千葉県,野田市,,,,1,,1,,,1,221
1011,野田市関宿保健センター,千葉県野田市東宝珠花260-1,千葉県,野田市,,,,1,,1,,,1,541
1012,野田市立二ツ塚小学校（体育館）,千葉県野田市二ツ塚485-2,千葉県,野田市,,,,1,,1,,,1,232
1013,野田市立二ツ塚小学校（校庭）,千葉県野田市二ツ塚485-2,千葉県,野田市,,,,1,,1,,,1,5338
1014,野田市立二ツ塚小学校（校舎）,千葉県野田市二ツ塚485-2,千葉県,野田市,,,,1,,1,,,1,1032
1015,野田市立尾崎小学校（体育館）,千葉県野田市尾崎1415,千葉県,野田市,,,,1,,1,,,1,225
1016,野田市立尾崎小学校（校庭）,千葉県野田市尾崎1415,千葉県,野田市,,,,1,,1,,,1,5259
1017,野田市立尾崎小学校（校舎）,千葉県野田市尾崎1415,千葉県,野田市,,,,1,,1,,,1,929
1018,学校法人千葉武陽学園西武台千葉高等学校（体育館）,千葉県野田市尾崎2241-2,千葉県,野田市,,,,1,,1,,,1,1101
1019,学校法人千葉武陽学園西武台千葉高等学校（校庭）,千葉県野田市尾崎2241-2,千葉県,野田市,,,,1,,1,,,1,15528
1020,学校法人千葉武陽学園西武台千葉高等学校（校舎）,千葉県野田市尾崎2241-2,千葉県,野田市,,,,1,,1,,,1,1612
1021,野田市関宿総合公園（園内）,千葉県野田市平井401,千葉県,野田市,,,,1,,1,,,1,7321
1022,野田市関宿総合公園（体育館）,千葉県野田市平井401,千葉県,野田市,,,,1,,1,,,1,1178
1023,野田市木間ケ瀬公民館,千葉県野田市木間ケ瀬2935,千葉県,野田市,,1,,1,,1,,,1,189
1024,野田市立木間ケ瀬保育所,千葉県野田市木間ケ瀬3152-1,千葉県,野田市,,,,1,,1,,,,700
1025,野田市立木間ケ瀬中学校（体育館）,千葉県野田市木間ケ瀬3393-1,千葉県,野田市,,,,1,,1,,,1,158
1026,野田市立木間ケ瀬中学校（校庭）,千葉県野田市木間ケ瀬3393-1,千葉県,野田市,,,,1,,1,,,1,4785
1027,野田市立木間ケ瀬中学校（校舎）,千葉県野田市木間ケ瀬3393-1,千葉県,野田市,,,,1,,1,,,1,1079
1028,野田市立木間ケ瀬小学校（体育館）,千葉県野田市木間ケ瀬3640,千葉県,野田市,,,,1,,1,,,1,254
1029,野田市立木間ケ瀬小学校（校庭）,千葉県野田市木間ケ瀬3640,千葉県,野田市,,,,1,,1,,,1,2456
1030,野田市立木間ケ瀬小学校（校舎）,千葉県野田市木間ケ瀬3640,千葉県,野田市,,,,1,,1,,,1,789
1031,千葉県立関宿高等学校（校庭）,千葉県野田市木間ケ瀬4376,千葉県,野田市,,,,1,,1,,,1,5661
1032,千葉県立関宿高等学校（校舎）,千葉県野田市木間ケ瀬4376,千葉県,野田市,,,,1,,1,,,1,1213
1033,飯塚白山神社,千葉県野田市木間ケ瀬475,千葉県,野田市,,,,1,,1,,,,2524
1034,野田市関宿複合センター（敷地）,千葉県野田市木間ケ瀬620,千葉県,野田市,,,,1,,1,,,1,1698
1035,野田市関宿複合センター（建物）,千葉県野田市木間ケ瀬620,千葉県,野田市,,,,1,,1,,,1,247
1036,野田市立東部中学校（体育館）,千葉県野田市目吹1500,千葉県,野田市,1,,,1,,1,1,,1,159
1037,野田市立東部中学校（校庭）,千葉県野田市目吹1500,千葉県,野田市,,,,1,,1,,,1,5391
1038,野田市立東部中学校（校舎）,千葉県野田市目吹1500,千葉県,野田市,1,,,1,,1,1,,1,895
1039,野田市立中央小学校（体育館）,千葉県野田市野田611,千葉県,野田市,,,,1,,1,,,1,321
1040,野田市立中央小学校（校庭）,千葉県野田市野田611,千葉県,野田市,,,,1,,1,,,1,3210
1041,野田市立中央小学校（校舎）,千葉県野田市野田611,千葉県,野田市,,,,1,,1,,,1,1727
1042,愛宕神社,千葉県野田市野田725,千葉県,野田市,,,,1,,1,,,,3428
1043,野田市立第一中学校（体育館）,千葉県野田市野田829-1,千葉県,野田市,,,,1,,1,,,1,438
1044,野田市立第一中学校（校庭）,千葉県野田市野田829-1,千葉県,野田市,,,,1,,1,,,1,7455
1045,野田市立第一中学校（校舎）,千葉県野田市野田829-1,千葉県,野田市,,,,1,,1,,,1,1016
1046,野田市立柳沢小学校（体育館）,千葉県野田市柳沢139,千葉県,野田市,1,,,1,,1,1,,1,201
1047,野田市立柳沢小学校（校庭）,千葉県野田市柳沢139,千葉県,野田市,,,,1,,1,,,1,4067
1048,野田市立柳沢小学校（校舎）,千葉県野田市柳沢139,千葉県,野田市,1,,,1,,1,1,,1,723
1049,東葛飾教育事務所東葛飾研修所（駐車場）,千葉県野田市柳沢53,千葉県,野田市,,,,1,,1,,,1,811
1050,東葛飾教育事務所東葛飾研修所（建物）,千葉県野田市柳沢53,千葉県,野田市,1,,,,,,1,,1,504
1051,千葉県立関宿高等学校（体育館）,千葉県野田市木間ケ瀬4376,千葉県,野田市,,,,1,,1,,,1,432
1052,野田市立みずき小学校（体育館）,千葉県野田市みずき3-2-3,千葉県,野田市,,,,1,,1,,,1,309
1053,野田市立みずき小学校（校庭）,千葉県野田市みずき3-2-3,千葉県,野田市,,,,1,,1,,,1,2296
1054,野田市立みずき小学校（校舎）,千葉県野田市みずき3-2-3,千葉県,野田市,,,,1,,1,,,1,1013
1055,野田市立南部中学校（体育館）,千葉県野田市花井67,千葉県,野田市,1,,,1,,1,1,,1,339
1056,野田市立南部中学校（校庭）,千葉県野田市花井67,千葉県,野田市,,,,1,,1,,,1,7604
1057,野田市立南部中学校（校舎）,千葉県野田市花井67,千葉県,野田市,1,,,1,,1,1,,1,1390
1058,元町香取神社,千葉県野田市関宿元町88,千葉県,野田市,,,,1,,1,,,,382
1059,野田市職業訓練センター（さわやかワークのだ）,千葉県野田市中根323-3,千葉県,野田市,1,,,,,,1,,1,123
1060,木野崎農業構造改善センター,千葉県野田市木野崎891-1,千葉県,野田市,1,,,,,,1,,1,168
1061,総合市民センター,千葉県茂原市町保13-20,千葉県,茂原市,1,1,,1,1,1,1,,1,"4393
(1人2㎡)"
1062,茂原小学校,千葉県茂原市茂原614,千葉県,茂原市,1,1,,1,1,1,1,,1,"3697
(1人2㎡)"
1063,萩原小学校,千葉県茂原市萩原町1-17,千葉県,茂原市,1,1,,1,1,1,1,,1,"6783
(1人2㎡)"
1064,東部小学校,千葉県茂原市東部台1-9-1,千葉県,茂原市,1,1,,1,1,1,1,,1,"8120
(1人2㎡)"
